RTT (ms),TTL,Packet Size,Interval
0.7940031333252666,64,128,0.5
0.713601214635007,64,128,0.5
0.2864305211567277,64,128,0.5
0.8463058510600483,64,128,0.5
0.7923683748051642,64,128,0.5
0.7134204796363488,64,128,0.5
0.2005688876744857,64,128,0.5
0.8183641329336753,64,128,0.5
0.6691569514072755,64,128,0.5
0.37001696110558524,64,128,0.5
0.4132595535732605,64,128,0.5
0.20530093328891302,64,128,0.5
0.8858098241844803,64,128,0.5
0.4018441862563291,64,128,0.5
0.32692197322129957,64,128,0.5
0.3901751623813197,64,128,0.5
0.6422516302070742,64,128,0.5
0.7412150191630074,64,128,0.5
0.3154840753561141,64,128,0.5
0.854751641376996,64,128,0.5
0.33867019399850806,64,128,0.5
0.3402473030578017,64,128,0.5
0.3425072603828735,64,128,0.5
0.7686826777748417,64,128,0.5
0.3451920083419736,64,128,0.5
0.8412030291551409,64,128,0.5
0.7547222255541033,64,128,0.5
0.48849130770454824,64,128,0.5
0.7405767891978987,64,128,0.5
0.6751987560070685,64,128,0.5
0.5664482940670474,64,128,0.5
0.8150879281083796,64,128,0.5
0.8740756707313884,64,128,0.5
0.3207348994308325,64,128,0.5
0.4895280831817414,64,128,0.5
0.5755336102117508,64,128,0.5
0.8298303100683246,64,128,0.5
0.8174202931872339,64,128,0.5
0.48978418385480543,64,128,0.5
0.32821314993203177,64,128,0.5
0.8091663562005766,64,128,0.5
0.44518607096284757,64,128,0.5
0.24230759534399446,64,128,0.5
0.36051043929682713,64,128,0.5
0.544013749140229,64,128,0.5
0.21005353982411334,64,128,0.5
0.5388395832849908,64,128,0.5
0.46149977308293916,64,128,0.5
0.6332975427637116,64,128,0.5
0.7750248568895177,64,128,0.5
0.8429744107631796,64,128,0.5
0.6206074904941642,64,128,0.5
0.3021836916726063,64,128,0.5
0.22926186580237823,64,128,0.5
0.3153884219442793,64,128,0.5
0.6927104794749405,64,128,0.5
0.2044143196451173,64,128,0.5
0.6137034947828598,64,128,0.5
0.4607706975901786,64,128,0.5
0.7032382827133348,64,128,0.5
0.6340667712601031,64,128,0.5
0.7374680103323781,64,128,0.5
0.2942240629708225,64,128,0.5
0.6976286779003085,64,128,0.5
0.8606790489922387,64,128,0.5
0.32245027264273535,64,128,0.5
0.37518668168853,64,128,0.5
0.47023265289125155,64,128,0.5
0.48546697384529364,64,128,0.5
0.5367064262969082,64,128,0.5
0.22227763994255606,64,128,0.5
0.41534508491562727,64,128,0.5
0.6707245662254709,64,128,0.5
0.5323914254203148,64,128,0.5
0.3681695042704729,64,128,0.5
0.8414255578093979,64,128,0.5
0.2787098798193048,64,128,0.5
0.6566356430003362,64,128,0.5
0.8442847240531952,64,128,0.5
0.5772054205154629,64,128,0.5
0.6428302655523064,64,128,0.5
0.7256358424019376,64,128,0.5
0.29598419365726986,64,128,0.5
0.6813764802396407,64,128,0.5
0.7940521631042838,64,128,0.5
0.7380085276823949,64,128,0.5
0.7110911039565613,64,128,0.5
0.6967798511892109,64,128,0.5
0.31654292610718365,64,128,0.5
0.4469304402290304,64,128,0.5
0.8820883462810725,64,128,0.5
0.8205624069588107,64,128,0.5
0.5921896299572025,64,128,0.5
0.36292012328131307,64,128,0.5
0.6036359211427782,64,128,0.5
0.4081785585864449,64,128,0.5
0.3870050245641179,64,128,0.5
0.3987964181721618,64,128,0.5
0.36240891922598095,64,128,0.5
0.4951877082072732,64,128,0.5
