RTT (ms),TTL,Packet Size,Interval
0.6678374602360359,64,128,0.2
0.7426350509563165,64,128,0.2
0.3466426128037904,64,128,0.2
0.15408344673569743,64,128,0.2
0.4320439452593142,64,128,0.2
0.14436448467841262,64,128,0.2
0.49062099216988264,64,128,0.2
0.16535450885568573,64,128,0.2
0.5048847397873224,64,128,0.2
0.7938614497309822,64,128,0.2
0.3237691567290215,64,128,0.2
0.6914829121795225,64,128,0.2
0.16802314737822366,64,128,0.2
0.3525677232329094,64,128,0.2
0.39325384768838645,64,128,0.2
0.4853919169773464,64,128,0.2
0.5067622215753224,64,128,0.2
0.11350461975853227,64,128,0.2
0.2830995796424604,64,128,0.2
0.47781767491167193,64,128,0.2
0.4646318799945389,64,128,0.2
0.25134839074712567,64,128,0.2
0.10118790371330505,64,128,0.2
0.6582868022475882,64,128,0.2
0.6211676927201955,64,128,0.2
0.28169560911965696,64,128,0.2
0.40084648721270777,64,128,0.2
0.46899831113181445,64,128,0.2
0.3282549524798001,64,128,0.2
0.10030560878247818,64,128,0.2
0.7529381190519386,64,128,0.2
0.1383711665498442,64,128,0.2
0.49368673727356904,64,128,0.2
0.16266810728415737,64,128,0.2
0.7817596875394855,64,128,0.2
0.40577699646441023,64,128,0.2
0.13266663399520712,64,128,0.2
0.6445402891490687,64,128,0.2
0.7667759679601583,64,128,0.2
0.14193774148933136,64,128,0.2
0.5563396590613154,64,128,0.2
0.15807889696286703,64,128,0.2
0.5428940273714273,64,128,0.2
0.5633436350393889,64,128,0.2
0.5416794031447836,64,128,0.2
0.611143572478116,64,128,0.2
0.3276270004596607,64,128,0.2
0.749561716837543,64,128,0.2
0.6076962013101165,64,128,0.2
0.7913416217733831,64,128,0.2
0.30581408629889595,64,128,0.2
0.39911351162151465,64,128,0.2
0.6813480120557149,64,128,0.2
0.6374999507429799,64,128,0.2
0.7416919407309182,64,128,0.2
0.66175918231608,64,128,0.2
0.43335083486686143,64,128,0.2
0.5078702564266943,64,128,0.2
0.7292289027782686,64,128,0.2
0.21083355992177766,64,128,0.2
0.4432732377350106,64,128,0.2
0.619899072855806,64,128,0.2
0.21820819060879731,64,128,0.2
0.38565118575494217,64,128,0.2
0.566684805409958,64,128,0.2
0.12118464426805559,64,128,0.2
0.784046432945518,64,128,0.2
0.6991399541919731,64,128,0.2
0.14900490895768687,64,128,0.2
0.5462403560382026,64,128,0.2
0.7579203375193374,64,128,0.2
0.36345714517277317,64,128,0.2
0.16363795029618228,64,128,0.2
0.391782890467297,64,128,0.2
0.3918817137565348,64,128,0.2
0.4581391339907037,64,128,0.2
0.12548057833130943,64,128,0.2
0.18427587524995892,64,128,0.2
0.1471458593862131,64,128,0.2
0.1261665080470752,64,128,0.2
0.16660356815846583,64,128,0.2
0.7233991660091406,64,128,0.2
0.2327903248347513,64,128,0.2
0.5512261781622436,64,128,0.2
0.7927478730119532,64,128,0.2
0.15207635633004685,64,128,0.2
0.46723991917956575,64,128,0.2
0.7177292663868354,64,128,0.2
0.5279492035203237,64,128,0.2
0.2375765994725336,64,128,0.2
0.6402637101354148,64,128,0.2
0.5187944489661053,64,128,0.2
0.39953736368368453,64,128,0.2
0.35550637863614964,64,128,0.2
0.21713989292570382,64,128,0.2
0.2306101994514314,64,128,0.2
0.3251138031707689,64,128,0.2
0.45532199081401226,64,128,0.2
0.15828794642665156,64,128,0.2
0.27052709703271627,64,128,0.2
