RTT (ms),TTL,Packet Size,Interval
0.738163441422254,64,1500,0.2
0.6500115782309814,64,1500,0.2
1.320491112495326,64,1500,0.2
0.49641727049336337,64,1500,0.2
1.163620491938052,64,1500,0.2
0.3036194780613993,64,1500,0.2
0.3014477890178377,64,1500,0.2
1.0868745330459832,64,1500,0.2
0.978130262167723,64,1500,0.2
0.40171545423130456,64,1500,0.2
0.36415214127988743,64,1500,0.2
1.040957544482364,64,1500,0.2
0.42860670784998056,64,1500,0.2
0.30011223996717207,64,1500,0.2
1.3823714404779104,64,1500,0.2
1.2268088632412124,64,1500,0.2
1.1429103616747467,64,1500,0.2
0.3250491123988887,64,1500,0.2
1.2008044601699883,64,1500,0.2
1.2065242688900306,64,1500,0.2
1.2919992292146174,64,1500,0.2
1.0411547930645444,64,1500,0.2
0.3972583066050219,64,1500,0.2
0.9635072145601402,64,1500,0.2
0.35028210503234025,64,1500,0.2
1.2491376392640012,64,1500,0.2
1.1395843547398754,64,1500,0.2
1.2420188672365637,64,1500,0.2
0.6952374164710284,64,1500,0.2
1.3709859137805764,64,1500,0.2
0.4226384209477021,64,1500,0.2
0.49469282314155,64,1500,0.2
0.600835581359327,64,1500,0.2
0.4356859888337845,64,1500,0.2
1.3214352052556553,64,1500,0.2
0.5307957555934821,64,1500,0.2
1.0156916822639497,64,1500,0.2
0.5698668287879834,64,1500,0.2
0.9418756801823092,64,1500,0.2
1.00370214758465,64,1500,0.2
0.4422790771494911,64,1500,0.2
0.3602885507961647,64,1500,0.2
0.3315348404139687,64,1500,0.2
1.0460842307428935,64,1500,0.2
0.6281500880643883,64,1500,0.2
1.092952581213267,64,1500,0.2
0.7574689851504917,64,1500,0.2
0.5491105435168432,64,1500,0.2
0.4928652758433134,64,1500,0.2
1.1048851067786707,64,1500,0.2
1.0847467483234083,64,1500,0.2
1.1600060742120861,64,1500,0.2
0.474969138825746,64,1500,0.2
0.35408763089000306,64,1500,0.2
0.9427243788108923,64,1500,0.2
0.7082494706697366,64,1500,0.2
0.8835333761200652,64,1500,0.2
1.2668115240317839,64,1500,0.2
1.056895487692094,64,1500,0.2
1.36966213243061,64,1500,0.2
1.1309074541119128,64,1500,0.2
0.6492728442420983,64,1500,0.2
0.358617547177437,64,1500,0.2
0.7140767261554928,64,1500,0.2
0.31844394696013717,64,1500,0.2
0.8405982929643023,64,1500,0.2
0.5681037133077913,64,1500,0.2
1.1101885695019726,64,1500,0.2
0.8921030496061582,64,1500,0.2
0.619364290588778,64,1500,0.2
0.41053327470321976,64,1500,0.2
0.6189920186978488,64,1500,0.2
0.7519745838447689,64,1500,0.2
0.92556686503362,64,1500,0.2
1.3040423969865196,64,1500,0.2
1.007376174587909,64,1500,0.2
0.8053147172330435,64,1500,0.2
1.0552784543906084,64,1500,0.2
0.9987473778799649,64,1500,0.2
0.6050326929335015,64,1500,0.2
0.48668693227103255,64,1500,0.2
0.7515890733823661,64,1500,0.2
0.7527746294132075,64,1500,0.2
1.148036122333263,64,1500,0.2
1.173324686184749,64,1500,0.2
0.9537491989525684,64,1500,0.2
1.1498300134252581,64,1500,0.2
0.8221136232490143,64,1500,0.2
0.9107752870766357,64,1500,0.2
0.3594683404968174,64,1500,0.2
1.368884945790612,64,1500,0.2
0.7190550036534297,64,1500,0.2
0.5136139616808444,64,1500,0.2
1.1360259420848147,64,1500,0.2
1.3776050586915802,64,1500,0.2
1.2469387238151957,64,1500,0.2
0.38318853389117824,64,1500,0.2
1.2325476689572687,64,1500,0.2
1.1339004881586239,64,1500,0.2
1.1661620240942305,64,1500,0.2
