RTT (ms),TTL,Packet Size,Interval
0.6152801425644769,32,128,1
0.9357144122539609,32,128,1
0.8205682832478414,32,128,1
0.7883011556667545,32,128,1
0.5101371795917861,32,128,1
0.648624625242628,32,128,1
0.7565977050675778,32,128,1
0.3220795457205286,32,128,1
0.9415238878005772,32,128,1
0.3295922936384103,32,128,1
0.7884859615741833,32,128,1
0.9646176196062004,32,128,1
0.995329754693338,32,128,1
0.38044951101290975,32,128,1
0.7457767529117407,32,128,1
0.7415038733727759,32,128,1
0.7287132198629669,32,128,1
0.4526232894214811,32,128,1
0.31513609717254265,32,128,1
0.6349850809514992,32,128,1
1.1620366900094437,32,128,1
0.6402174965783369,32,128,1
0.6043477037592923,32,128,1
0.8423142743754632,32,128,1
1.0345926885613466,32,128,1
0.9367025923792913,32,128,1
1.0495502996549226,32,128,1
1.0574633886108171,32,128,1
1.1856712987698672,32,128,1
0.6864859632164649,32,128,1
0.7463507478746494,32,128,1
0.6280656946663179,32,128,1
0.530287586805029,32,128,1
0.39583397900132083,32,128,1
0.7307919591308123,32,128,1
0.9815573917391021,32,128,1
1.052705744598861,32,128,1
0.8571385623478736,32,128,1
0.9447950855364464,32,128,1
0.5502705851440539,32,128,1
0.9391131346916362,32,128,1
0.3882189126546213,32,128,1
0.6084624820377063,32,128,1
0.3972648912349762,32,128,1
0.8750263646255709,32,128,1
0.7913482363130329,32,128,1
0.9175937739719748,32,128,1
0.9357441118431891,32,128,1
0.8487508363914584,32,128,1
0.8522977423751419,32,128,1
0.7963672732947475,32,128,1
1.0069357899940685,32,128,1
0.4864172725788355,32,128,1
0.7791844597868911,32,128,1
0.4196141381067081,32,128,1
0.9101177376312399,32,128,1
0.5035595394502648,32,128,1
0.6324402110785813,32,128,1
0.35241107273139505,32,128,1
1.0105449609701642,32,128,1
0.6731542122030763,32,128,1
0.7021309462884492,32,128,1
0.8466496742296743,32,128,1
0.46954841885029575,32,128,1
0.5688378345978178,32,128,1
1.0590279034316734,32,128,1
1.1476391982436518,32,128,1
0.5997185117859563,32,128,1
1.0074234172768333,32,128,1
1.0931944765800468,32,128,1
0.7917255640157339,32,128,1
0.34934749246288976,32,128,1
0.9076586838510619,32,128,1
0.7697035628238236,32,128,1
0.8894553007807038,32,128,1
0.9095103907600481,32,128,1
0.8017007072200169,32,128,1
0.6196230682498776,32,128,1
0.37245577089112947,32,128,1
1.0030297680555387,32,128,1
0.41796248665504615,32,128,1
0.4057582748667785,32,128,1
0.5231769877808224,32,128,1
0.7669823732928792,32,128,1
1.1041405616144868,32,128,1
0.8490666404223668,32,128,1
1.0628561034842898,32,128,1
0.5072750276446495,32,128,1
0.33046194018311287,32,128,1
1.0038535612261603,32,128,1
1.0397839214833535,32,128,1
0.9147172979961427,32,128,1
1.1809488019397136,32,128,1
0.622334042627448,32,128,1
0.6702853513791266,32,128,1
0.997443690952345,32,128,1
0.8992984529865349,32,128,1
0.300573429435278,32,128,1
0.8493527361330977,32,128,1
0.3842200007503467,32,128,1
