RTT (ms),TTL,Packet Size,Interval
0.8107807272413482,32,1500,0.5
1.6798625272642176,32,1500,0.5
1.1769331855520673,32,1500,0.5
1.8665711554109827,32,1500,0.5
0.9017010276005394,32,1500,0.5
2.0114069866556923,32,1500,0.5
0.6385729128835946,32,1500,0.5
0.9300665234205285,32,1500,0.5
2.026538463060302,32,1500,0.5
1.8341828240952975,32,1500,0.5
1.1485379364702242,32,1500,0.5
0.9079495927891723,32,1500,0.5
1.7258558528018209,32,1500,0.5
1.263351116780314,32,1500,0.5
0.7179882522248984,32,1500,0.5
1.2659371684694334,32,1500,0.5
0.5964866866199194,32,1500,0.5
1.5334535856775684,32,1500,0.5
0.7272553956157153,32,1500,0.5
1.631289829352371,32,1500,0.5
1.546287161127152,32,1500,0.5
1.9299701794598203,32,1500,0.5
1.595114777564182,32,1500,0.5
1.1918002913284609,32,1500,0.5
1.595143446758573,32,1500,0.5
1.2698202824922173,32,1500,0.5
0.5909516251767365,32,1500,0.5
0.7443088725408027,32,1500,0.5
2.051181827263131,32,1500,0.5
0.4725626844318099,32,1500,0.5
1.3727976583404273,32,1500,0.5
0.9111892482402181,32,1500,0.5
1.838780747675142,32,1500,0.5
1.24154799873308,32,1500,0.5
0.813383495020081,32,1500,0.5
1.0753183126879562,32,1500,0.5
1.2588734424886856,32,1500,0.5
1.6350402455844293,32,1500,0.5
1.751818649602893,32,1500,0.5
0.8257251408722339,32,1500,0.5
1.5193229349247743,32,1500,0.5
1.9963595546600406,32,1500,0.5
1.1846495164422328,32,1500,0.5
1.2329138076637771,32,1500,0.5
1.76849365161031,32,1500,0.5
1.1180911844030037,32,1500,0.5
1.275830745054402,32,1500,0.5
1.6593500612445595,32,1500,0.5
1.638226071930958,32,1500,0.5
1.5332675842595416,32,1500,0.5
0.5005127637079166,32,1500,0.5
1.58567809538969,32,1500,0.5
0.6969700418751019,32,1500,0.5
1.7185543152688671,32,1500,0.5
1.1616239492032545,32,1500,0.5
0.592290968047519,32,1500,0.5
0.9870296021161757,32,1500,0.5
0.891795285786609,32,1500,0.5
1.5426068768447192,32,1500,0.5
1.0285830486111456,32,1500,0.5
1.190935647474216,32,1500,0.5
2.0936501322520034,32,1500,0.5
1.4259737430257151,32,1500,0.5
2.046310560713171,32,1500,0.5
0.527739809962523,32,1500,0.5
0.8523262641561418,32,1500,0.5
0.806808824362361,32,1500,0.5
2.0571138889720517,32,1500,0.5
0.8608196884381987,32,1500,0.5
0.6007720108582397,32,1500,0.5
1.1629789356552434,32,1500,0.5
1.4811816322150206,32,1500,0.5
0.5215640656050242,32,1500,0.5
1.5318586257051399,32,1500,0.5
0.9679309711145727,32,1500,0.5
1.9911055746024706,32,1500,0.5
1.2676955055838308,32,1500,0.5
1.5990794153789833,32,1500,0.5
1.2086888362027146,32,1500,0.5
1.8228725915684145,32,1500,0.5
0.4301394119410271,32,1500,0.5
1.952358996744025,32,1500,0.5
0.907760438366641,32,1500,0.5
1.1468236458598913,32,1500,0.5
2.0936764244020045,32,1500,0.5
0.8981664818576766,32,1500,0.5
1.05321241682468,32,1500,0.5
1.4886398869502568,32,1500,0.5
0.6910181336140165,32,1500,0.5
0.4126807958765399,32,1500,0.5
0.9628851144628825,32,1500,0.5
1.2716049252028663,32,1500,0.5
1.302955598280393,32,1500,0.5
1.0886573510146622,32,1500,0.5
0.5171759400712185,32,1500,0.5
1.200478325940633,32,1500,0.5
0.4026265802730109,32,1500,0.5
1.418275773914786,32,1500,0.5
1.3318912867817425,32,1500,0.5
1.2711981442366316,32,1500,0.5
